indice_tiempo,medio_de_transporte,pais_origen,turistas_no_residentes
2019-10,Terrestre,Brasil,33906.2
2019-10,Terrestre,Bolivia,28539.3
2019-10,Fluvial/Marítima,Europa,6274.5
2019-10,Fluvial/Marítima,Resto del mundo,1835.8
2019-10,Fluvial/Marítima,Resto de América,6115
2019-10,Fluvial/Marítima,Uruguay,34176
2019-10,Fluvial/Marítima,Paraguay,6510
2019-10,Fluvial/Marítima,EE.UU. y Canadá,2507
2019-10,Fluvial/Marítima,Chile,770.7
2019-10,Fluvial/Marítima,Brasil,9762
2019-10,Fluvial/Marítima,Bolivia,8613
2019-11,Aérea,Europa,61369
2019-11,Aérea,Resto del mundo,15751
2019-11,Aérea,Resto de América,42717
2019-11,Aérea,Uruguay,5038
2019-11,Aérea,Paraguay,7135
2019-11,Aérea,EE.UU. y Canadá,30155
2019-11,Aérea,Chile,33012
2019-11,Aérea,Brasil,64563
2019-11,Aérea,Bolivia,4702
2019-11,Terrestre,Europa,45230.7
2019-11,Terrestre,Resto del mundo,7642.2
2019-11,Terrestre,Resto de América,13854.4
2019-11,Terrestre,Uruguay,31696.2
2019-11,Terrestre,Paraguay,45744.5
2019-11,Terrestre,EE.UU. y Canadá,8099.9
2019-11,Terrestre,Chile,67610.8
2019-11,Terrestre,Brasil,35721.3
2019-11,Terrestre,Bolivia,15744
2019-11,Fluvial/Marítima,Europa,12815.8
2019-11,Fluvial/Marítima,Resto del mundo,2477
2019-11,Fluvial/Marítima,Resto de América,6162.7
2019-11,Fluvial/Marítima,Uruguay,33722
2019-11,Fluvial/Marítima,Paraguay,6120.8
2019-11,Fluvial/Marítima,EE.UU. y Canadá,5848.4
2019-11,Fluvial/Marítima,Chile,875.6
2019-11,Fluvial/Marítima,Brasil,9566.5
2019-11,Fluvial/Marítima,Bolivia,6978.9
2019-12,Aérea,Europa,66533
2019-12,Aérea,Resto del mundo,21264
2019-12,Aérea,Resto de América,57996
2019-12,Aérea,Uruguay,4571
2019-12,Aérea,Paraguay,7899
2019-12,Aérea,EE.UU. y Canadá,43505
2019-12,Aérea,Chile,26996
2019-12,Aérea,Brasil,68464
2019-12,Aérea,Bolivia,7172
2019-12,Terrestre,Europa,37304.5
2019-12,Terrestre,Resto del mundo,11225.1
2019-12,Terrestre,Resto de América,19138.6
2019-12,Terrestre,Uruguay,32068.9
2019-12,Terrestre,Paraguay,114923.9
2019-12,Terrestre,EE.UU. y Canadá,11283.9
2019-12,Terrestre,Chile,75521
2019-12,Terrestre,Brasil,42279.4
2019-12,Terrestre,Bolivia,41611.5
2019-12,Fluvial/Marítima,Europa,15491.7
2019-12,Fluvial/Marítima,Resto del mundo,5597
2019-12,Fluvial/Marítima,Resto de América,11511
2019-12,Fluvial/Marítima,Uruguay,29261
2019-12,Fluvial/Marítima,Paraguay,11906
2019-12,Fluvial/Marítima,EE.UU. y Canadá,18721.9
2019-12,Fluvial/Marítima,Chile,1278.1
2019-12,Fluvial/Marítima,Brasil,24760
2019-12,Fluvial/Marítima,Bolivia,10169
2020-01,Aérea,Europa,80390
2020-01,Aérea,Resto del mundo,20750
2020-01,Aérea,Resto de América,46328
2020-01,Aérea,Uruguay,3943
2020-01,Aérea,Paraguay,7011
2020-01,Aérea,EE.UU. y Canadá,50219
2020-01,Aérea,Chile,22108
2020-01,Aérea,Brasil,75454
2020-01,Aérea,Bolivia,7810
2020-01,Terrestre,Europa,41274.5
2020-01,Terrestre,Resto del mundo,16930.5
2020-01,Terrestre,Resto de América,20472.2
2020-01,Terrestre,Uruguay,38264.6
2020-01,Terrestre,Paraguay,73062.3
2020-01,Terrestre,EE.UU. y Canadá,11518.4
2020-01,Terrestre,Chile,105949.2
2020-01,Terrestre,Brasil,63457.8
2020-01,Terrestre,Bolivia,59135.7
2020-01,Fluvial/Marítima,Europa,23612.4
2020-01,Fluvial/Marítima,Resto del mundo,6814
2020-01,Fluvial/Marítima,Resto de América,8513.5
2020-01,Fluvial/Marítima,Uruguay,20430
2020-01,Fluvial/Marítima,Paraguay,10512.7
2020-01,Fluvial/Marítima,EE.UU. y Canadá,23727
2020-01,Fluvial/Marítima,Chile,2033
2020-01,Fluvial/Marítima,Brasil,46742.5
2020-01,Fluvial/Marítima,Bolivia,9071
2020-02,Aérea,Europa,60149
2020-02,Aérea,Resto del mundo,17330
2020-02,Aérea,Resto de América,33992
2020-02,Aérea,Uruguay,3712
2020-02,Aérea,Paraguay,5490
2020-02,Aérea,EE.UU. y Canadá,35895
2020-02,Aérea,Chile,31531
2020-02,Aérea,Brasil,44684
2020-02,Aérea,Bolivia,5995
2020-02,Terrestre,Europa,39084.7
2020-02,Terrestre,Resto del mundo,16444.8
2020-02,Terrestre,Resto de América,15294.6
2020-02,Terrestre,Uruguay,40217.1
2020-02,Terrestre,Paraguay,61622.2
2020-02,Terrestre,EE.UU. y Canadá,10657
2020-02,Terrestre,Chile,174046
2020-02,Terrestre,Brasil,35022.9
2020-02,Terrestre,Bolivia,46744.5
2020-02,Fluvial/Marítima,Europa,27668
2020-02,Fluvial/Marítima,Resto del mundo,7887
2020-02,Fluvial/Marítima,Resto de América,6293
2020-02,Fluvial/Marítima,Uruguay,25039
2020-02,Fluvial/Marítima,Paraguay,7990
2020-02,Fluvial/Marítima,EE.UU. y Canadá,29445
2020-02,Fluvial/Marítima,Chile,3393.1
2020-02,Fluvial/Marítima,Brasil,29638
2020-02,Fluvial/Marítima,Bolivia,4715
2020-03,Aérea,Europa,24778
2020-03,Aérea,Resto del mundo,5737
2020-03,Aérea,Resto de América,23930
2020-03,Aérea,Uruguay,2010
2020-03,Aérea,Paraguay,2773
2020-03,Aérea,EE.UU. y Canadá,12504
2020-03,Aérea,Chile,10961
2020-03,Aérea,Brasil,23479
2020-03,Aérea,Bolivia,3991
2020-03,Terrestre,Europa,16769.4
2020-03,Terrestre,Resto del mundo,4982
2020-03,Terrestre,Resto de América,9013.9
2020-03,Terrestre,Uruguay,14068.1
2020-03,Terrestre,Paraguay,27115.3
2020-03,Terrestre,EE.UU. y Canadá,4576
2020-03,Terrestre,Chile,33876.1
2020-03,Terrestre,Brasil,18160.7
2020-03,Terrestre,Bolivia,29985.2
2020-03,Fluvial/Marítima,Europa,8903.8
2020-03,Fluvial/Marítima,Resto del mundo,2108
2020-03,Fluvial/Marítima,Resto de América,3359.9
2020-03,Fluvial/Marítima,Uruguay,11930.8
2020-03,Fluvial/Marítima,Paraguay,4677.8
2020-03,Fluvial/Marítima,EE.UU. y Canadá,11605
2020-03,Fluvial/Marítima,Chile,1128.5
2020-03,Fluvial/Marítima,Brasil,13469
2020-03,Fluvial/Marítima,Bolivia,5586.9
2020-04,Aérea,Europa,0
2020-04,Aérea,Resto del mundo,0
2020-04,Aérea,Resto de América,0
2020-04,Aérea,Uruguay,0
2020-04,Aérea,Paraguay,0
2020-04,Aérea,EE.UU. y Canadá,0
2020-04,Aérea,Chile,0
2020-04,Aérea,Brasil,0
2020-04,Aérea,Bolivia,0
2020-04,Terrestre,Europa,0
2020-04,Terrestre,Resto del mundo,0
2020-04,Terrestre,Resto de América,0
2020-04,Terrestre,Uruguay,0
2020-04,Terrestre,Paraguay,0
2020-04,Terrestre,EE.UU. y Canadá,0
2020-04,Terrestre,Chile,0
2020-04,Terrestre,Brasil,0
2020-04,Terrestre,Bolivia,0
2020-04,Fluvial/Marítima,Europa,0
2020-04,Fluvial/Marítima,Resto del mundo,0
2020-04,Fluvial/Marítima,Resto de América,0
2020-04,Fluvial/Marítima,Uruguay,0
2020-04,Fluvial/Marítima,Paraguay,0
2020-04,Fluvial/Marítima,EE.UU. y Canadá,0
2020-04,Fluvial/Marítima,Chile,0
2020-04,Fluvial/Marítima,Brasil,0
2020-04,Fluvial/Marítima,Bolivia,0
2020-05,Aérea,Europa,0
2020-05,Aérea,Resto del mundo,0
2020-05,Aérea,Resto de América,0
2020-05,Aérea,Uruguay,0
2020-05,Aérea,Paraguay,0
2020-05,Aérea,EE.UU. y Canadá,0
2020-05,Aérea,Chile,0
2020-05,Aérea,Brasil,0
2020-05,Aérea,Bolivia,0
2020-05,Terrestre,Europa,0
2020-05,Terrestre,Resto del mundo,0
2020-05,Terrestre,Resto de América,0
2020-05,Terrestre,Uruguay,0
2020-05,Terrestre,Paraguay,0
2020-05,Terrestre,EE.UU. y Canadá,0
2020-05,Terrestre,Chile,0
2020-05,Terrestre,Brasil,0
2020-05,Terrestre,Bolivia,0
2020-05,Fluvial/Marítima,Europa,0
2020-05,Fluvial/Marítima,Resto del mundo,0
2020-05,Fluvial/Marítima,Resto de América,0
2020-05,Fluvial/Marítima,Uruguay,0
2020-05,Fluvial/Marítima,Paraguay,0
2020-05,Fluvial/Marítima,EE.UU. y Canadá,0
2020-05,Fluvial/Marítima,Chile,0
2020-05,Fluvial/Marítima,Brasil,0
2020-05,Fluvial/Marítima,Bolivia,0
2020-06,Aérea,Europa,0
2020-06,Aérea,Resto del mundo,0
2020-06,Aérea,Resto de América,0
2020-06,Aérea,Uruguay,0
2020-06,Aérea,Paraguay,0
2020-06,Aérea,EE.UU. y Canadá,0
2020-06,Aérea,Chile,0
2020-06,Aérea,Brasil,0
2020-06,Aérea,Bolivia,0
2020-06,Terrestre,Europa,0
2020-06,Terrestre,Resto del mundo,0
2020-06,Terrestre,Resto de América,0
2020-06,Terrestre,Uruguay,0
2020-06,Terrestre,Paraguay,0
2020-06,Terrestre,EE.UU. y Canadá,0
2020-06,Terrestre,Chile,0
2020-06,Terrestre,Brasil,0
2020-06,Terrestre,Bolivia,0
2020-06,Fluvial/Marítima,Europa,0
2020-06,Fluvial/Marítima,Resto del mundo,0
2020-06,Fluvial/Marítima,Resto de América,0
2020-06,Fluvial/Marítima,Uruguay,0
2020-06,Fluvial/Marítima,Paraguay,0
2020-06,Fluvial/Marítima,EE.UU. y Canadá,0
2020-06,Fluvial/Marítima,Chile,0
2020-06,Fluvial/Marítima,Brasil,0
2020-06,Fluvial/Marítima,Bolivia,0
2020-07,Aérea,Europa,471
2020-07,Aérea,Resto del mundo,19.9
2020-07,Aérea,Resto de América,217.7
2020-07,Aérea,Uruguay,2.7
2020-07,Aérea,Paraguay,14.1
2020-07,Aérea,EE.UU. y Canadá,135.7
2020-07,Aérea,Chile,56.3
2020-07,Aérea,Brasil,33.1
2020-07,Aérea,Bolivia,18.5
2020-07,Terrestre,Europa,2
2020-07,Terrestre,Resto del mundo,29
2020-07,Terrestre,Resto de América,1
2020-07,Terrestre,Uruguay,63
2020-07,Terrestre,Paraguay,46
2020-07,Terrestre,EE.UU. y Canadá,2
2020-07,Terrestre,Chile,30.4
2020-07,Terrestre,Brasil,96.6
2020-07,Terrestre,Bolivia,3
2020-07,Fluvial/Marítima,Europa,1
2020-07,Fluvial/Marítima,Resto del mundo,5
2020-07,Fluvial/Marítima,Resto de América,1
2020-07,Fluvial/Marítima,Uruguay,30
2020-07,Fluvial/Marítima,Paraguay,3
2020-07,Fluvial/Marítima,EE.UU. y Canadá,0
2020-07,Fluvial/Marítima,Chile,0
2020-07,Fluvial/Marítima,Brasil,6
2020-07,Fluvial/Marítima,Bolivia,0
2020-08,Aérea,Europa,672.7
2020-08,Aérea,Resto del mundo,128.1
2020-08,Aérea,Resto de América,506
2020-08,Aérea,Uruguay,3
2020-08,Aérea,Paraguay,10.8
2020-08,Aérea,EE.UU. y Canadá,165.3
2020-08,Aérea,Chile,26.5
2020-08,Aérea,Brasil,102.4
2020-08,Aérea,Bolivia,36.3
2020-08,Terrestre,Europa,6
2020-08,Terrestre,Resto del mundo,2
2020-08,Terrestre,Resto de América,1
2020-08,Terrestre,Uruguay,87
2020-08,Terrestre,Paraguay,864
2020-08,Terrestre,EE.UU. y Canadá,0
2020-08,Terrestre,Chile,47
2020-08,Terrestre,Brasil,249
2020-08,Terrestre,Bolivia,305
2020-08,Fluvial/Marítima,Europa,9
2020-08,Fluvial/Marítima,Resto del mundo,6
2020-08,Fluvial/Marítima,Resto de América,2
2020-08,Fluvial/Marítima,Uruguay,139
2020-08,Fluvial/Marítima,Paraguay,0
2020-08,Fluvial/Marítima,EE.UU. y Canadá,4
2020-08,Fluvial/Marítima,Chile,0
2020-08,Fluvial/Marítima,Brasil,2
2020-08,Fluvial/Marítima,Bolivia,1
2020-09,Aérea,Europa,909.3
2020-09,Aérea,Resto del mundo,233.6
2020-09,Aérea,Resto de América,617.8
2020-09,Aérea,Uruguay,35.9
2020-09,Aérea,Paraguay,147.7
2020-09,Aérea,EE.UU. y Canadá,250.5
2020-09,Aérea,Chile,93.8
2020-09,Aérea,Brasil,129.7
2020-09,Aérea,Bolivia,196.6
2020-09,Terrestre,Europa,8.9
2020-09,Terrestre,Resto del mundo,6
2020-09,Terrestre,Resto de América,24.7
2020-09,Terrestre,Uruguay,63
2020-09,Terrestre,Paraguay,551
2020-09,Terrestre,EE.UU. y Canadá,5
2020-09,Terrestre,Chile,94.4
2020-09,Terrestre,Brasil,224
2020-09,Terrestre,Bolivia,513
2020-09,Fluvial/Marítima,Europa,7
2020-09,Fluvial/Marítima,Resto del mundo,25
2020-09,Fluvial/Marítima,Resto de América,5
2020-09,Fluvial/Marítima,Uruguay,163
2020-09,Fluvial/Marítima,Paraguay,0
2020-09,Fluvial/Marítima,EE.UU. y Canadá,3
2020-09,Fluvial/Marítima,Chile,1
2020-09,Fluvial/Marítima,Brasil,6
2020-09,Fluvial/Marítima,Bolivia,2
2020-10,Aérea,Europa,805
2020-10,Aérea,Resto del mundo,177
2020-10,Aérea,Resto de América,1145
2020-10,Aérea,Uruguay,54
2020-10,Aérea,Paraguay,74
2020-10,Aérea,EE.UU. y Canadá,459
2020-10,Aérea,Chile,161
2020-10,Aérea,Brasil,338
2020-10,Aérea,Bolivia,296
2020-10,Terrestre,Europa,7.9
2020-10,Terrestre,Resto del mundo,1
2020-10,Terrestre,Resto de América,30.8
2020-10,Terrestre,Uruguay,84
2020-10,Terrestre,Paraguay,484
2020-10,Terrestre,EE.UU. y Canadá,2
2020-10,Terrestre,Chile,134.3
2020-10,Terrestre,Brasil,235
2020-10,Terrestre,Bolivia,331
2020-10,Fluvial/Marítima,Europa,4
2020-10,Fluvial/Marítima,Resto del mundo,3
2020-10,Fluvial/Marítima,Resto de América,7
2020-10,Fluvial/Marítima,Uruguay,184
2020-10,Fluvial/Marítima,Paraguay,0
2020-10,Fluvial/Marítima,EE.UU. y Canadá,1
2020-10,Fluvial/Marítima,Chile,0
2020-10,Fluvial/Marítima,Brasil,2
2020-10,Fluvial/Marítima,Bolivia,0
2020-11,Aérea,Europa,1115
2020-11,Aérea,Resto del mundo,203
2020-11,Aérea,Resto de América,1980
2020-11,Aérea,Uruguay,35
2020-11,Aérea,Paraguay,328
2020-11,Aérea,EE.UU. y Canadá,589
2020-11,Aérea,Chile,984
2020-11,Aérea,Brasil,1566
2020-11,Aérea,Bolivia,567
2020-11,Terrestre,Europa,17
2020-11,Terrestre,Resto del mundo,2
2020-11,Terrestre,Resto de América,51
2020-11,Terrestre,Uruguay,235
2020-11,Terrestre,Paraguay,1097
2020-11,Terrestre,EE.UU. y Canadá,4
2020-11,Terrestre,Chile,158
2020-11,Terrestre,Brasil,296
2020-11,Terrestre,Bolivia,36
2020-11,Fluvial/Marítima,Europa,17
2020-11,Fluvial/Marítima,Resto del mundo,1
2020-11,Fluvial/Marítima,Resto de América,7
2020-11,Fluvial/Marítima,Uruguay,435
2020-11,Fluvial/Marítima,Paraguay,4
2020-11,Fluvial/Marítima,EE.UU. y Canadá,2
2020-11,Fluvial/Marítima,Chile,6
2020-11,Fluvial/Marítima,Brasil,6
2020-11,Fluvial/Marítima,Bolivia,1
